:ID(MaintenanceEvent),component_id,system_id,aircraft_id,fault,severity,reported_at,corrective_action
ME0687,AC1083-S02-C02,AC1083-S02,AC1083,Vibration exceedance,CRITICAL,2024-08-20T00:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0688,AC1083-S02-C02,AC1083-S02,AC1083,Vibration exceedance,CRITICAL,2024-08-23T07:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0689,AC1083-S02-C02,AC1083-S02,AC1083,Vibration exceedance,CRITICAL,2024-08-26T18:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0690,AC1083-S02-C03,AC1083-S02,AC1083,Vibration exceedance,CRITICAL,2024-08-30T09:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0691,AC1083-S02-C01,AC1083-S02,AC1083,Vibration exceedance,CRITICAL,2024-09-02T23:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0692,AC1083-S02-C05,AC1083-S02,AC1083,Vibration exceedance,CRITICAL,2024-09-06T08:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0693,AC1083-S02-C02,AC1083-S02,AC1083,Vibration exceedance,CRITICAL,2024-09-09T21:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0694,AC1083-S02-C05,AC1083-S02,AC1083,Vibration exceedance,CRITICAL,2024-09-14T06:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0695,AC1083-S02-C01,AC1083-S02,AC1083,Overheat,CRITICAL,2024-09-17T11:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0696,AC1083-S02-C03,AC1083-S02,AC1083,Vibration exceedance,CRITICAL,2024-09-17T15:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0697,AC1083-S02-C05,AC1083-S02,AC1083,Vibration exceedance,CRITICAL,2024-09-20T19:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0698,AC1083-S02-C02,AC1083-S02,AC1083,Vibration exceedance,CRITICAL,2024-09-23T23:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0699,AC1083-S02-C05,AC1083-S02,AC1083,Overheat,CRITICAL,2024-09-26T10:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0700,AC1083-S02-C02,AC1083-S02,AC1083,Vibration exceedance,CRITICAL,2024-09-28T02:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0701,AC1084-S02-C04,AC1084-S02,AC1084,Bearing wear,MINOR,2024-09-02T00:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0702,AC1084-S02-C01,AC1084-S02,AC1084,Bearing wear,MAJOR,2024-09-06T21:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0703,AC1084-S02-C04,AC1084-S02,AC1084,Bearing wear,MAJOR,2024-09-11T02:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0704,AC1084-S02-C03,AC1084-S02,AC1084,Bearing wear,MINOR,2024-09-14T07:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0705,AC1084-S02-C05,AC1084-S02,AC1084,Vibration exceedance,CRITICAL,2024-09-18T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0706,AC1084-S02-C05,AC1084-S02,AC1084,Bearing wear,MINOR,2024-09-22T07:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0707,AC1084-S02-C03,AC1084-S02,AC1084,Vibration exceedance,CRITICAL,2024-09-26T07:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0708,AC1085-S01-C03,AC1085-S01,AC1085,Bearing wear,MAJOR,2024-09-21T13:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0709,AC1085-S01-C03,AC1085-S01,AC1085,Bearing wear,MAJOR,2024-09-25T04:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0710,AC1085-S01-C04,AC1085-S01,AC1085,Bearing wear,MINOR,2024-09-28T12:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0711,AC1085-S02-C02,AC1085-S02,AC1085,Bearing wear,MAJOR,2024-09-01T09:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0712,AC1085-S02-C01,AC1085-S02,AC1085,Bearing wear,MAJOR,2024-09-10T10:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0713,AC1085-S02-C03,AC1085-S02,AC1085,Bearing wear,MAJOR,2024-09-14T00:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0714,AC1085-S02-C05,AC1085-S02,AC1085,Bearing wear,MAJOR,2024-09-17T07:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0715,AC1085-S02-C02,AC1085-S02,AC1085,Vibration exceedance,CRITICAL,2024-09-21T06:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0716,AC1085-S02-C01,AC1085-S02,AC1085,Vibration exceedance,CRITICAL,2024-09-24T10:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0717,AC1085-S02-C02,AC1085-S02,AC1085,Vibration exceedance,CRITICAL,2024-09-27T19:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0718,AC1086-S01-C04,AC1086-S01,AC1086,Bearing wear,MAJOR,2024-08-24T10:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0719,AC1086-S01-C04,AC1086-S01,AC1086,Bearing wear,MINOR,2024-08-28T23:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0720,AC1086-S01-C04,AC1086-S01,AC1086,Bearing wear,MAJOR,2024-08-31T23:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0721,AC1086-S01-C02,AC1086-S01,AC1086,Vibration exceedance,CRITICAL,2024-09-05T17:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0722,AC1086-S01-C01,AC1086-S01,AC1086,Vibration exceedance,CRITICAL,2024-09-09T18:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0723,AC1086-S01-C05,AC1086-S01,AC1086,Vibration exceedance,CRITICAL,2024-09-13T20:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0724,AC1086-S01-C01,AC1086-S01,AC1086,Vibration exceedance,CRITICAL,2024-09-17T09:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0725,AC1086-S01-C03,AC1086-S01,AC1086,Vibration exceedance,CRITICAL,2024-09-20T14:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0726,AC1086-S01-C05,AC1086-S01,AC1086,Vibration exceedance,CRITICAL,2024-09-23T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0727,AC1086-S01-C05,AC1086-S01,AC1086,Vibration exceedance,CRITICAL,2024-09-27T03:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0728,AC1086-S02-C02,AC1086-S02,AC1086,Bearing wear,MINOR,2024-08-15T21:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0729,AC1086-S02-C03,AC1086-S02,AC1086,Bearing wear,MINOR,2024-08-19T05:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0730,AC1086-S02-C02,AC1086-S02,AC1086,Bearing wear,MINOR,2024-08-24T11:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0731,AC1086-S02-C03,AC1086-S02,AC1086,Vibration exceedance,CRITICAL,2024-08-29T05:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0732,AC1086-S02-C02,AC1086-S02,AC1086,Vibration exceedance,CRITICAL,2024-09-01T07:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0733,AC1086-S02-C04,AC1086-S02,AC1086,Vibration exceedance,CRITICAL,2024-09-04T10:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0734,AC1086-S02-C05,AC1086-S02,AC1086,Vibration exceedance,CRITICAL,2024-09-08T03:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0735,AC1086-S02-C04,AC1086-S02,AC1086,Vibration exceedance,CRITICAL,2024-09-11T06:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0736,AC1086-S02-C05,AC1086-S02,AC1086,Vibration exceedance,CRITICAL,2024-09-14T17:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0737,AC1086-S02-C03,AC1086-S02,AC1086,Vibration exceedance,CRITICAL,2024-09-18T00:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0738,AC1086-S02-C01,AC1086-S02,AC1086,Vibration exceedance,CRITICAL,2024-09-21T11:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0739,AC1086-S02-C04,AC1086-S02,AC1086,Vibration exceedance,CRITICAL,2024-09-24T17:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0740,AC1086-S02-C02,AC1086-S02,AC1086,Vibration exceedance,CRITICAL,2024-09-28T05:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0741,AC1087-S02-C03,AC1087-S02,AC1087,Bearing wear,MINOR,2024-08-29T03:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0742,AC1087-S02-C02,AC1087-S02,AC1087,Bearing wear,MINOR,2024-09-01T20:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0743,AC1087-S02-C05,AC1087-S02,AC1087,Bearing wear,MINOR,2024-09-09T23:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0744,AC1087-S02-C05,AC1087-S02,AC1087,Bearing wear,MAJOR,2024-09-14T02:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0745,AC1087-S02-C01,AC1087-S02,AC1087,Vibration exceedance,CRITICAL,2024-09-20T06:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0746,AC1087-S02-C02,AC1087-S02,AC1087,Vibration exceedance,CRITICAL,2024-09-23T09:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0747,AC1087-S02-C04,AC1087-S02,AC1087,Vibration exceedance,CRITICAL,2024-09-26T18:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0748,AC1089-S01-C02,AC1089-S01,AC1089,Bearing wear,MAJOR,2024-09-04T17:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0749,AC1089-S01-C01,AC1089-S01,AC1089,Bearing wear,MINOR,2024-09-12T05:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0750,AC1089-S01-C05,AC1089-S01,AC1089,Vibration exceedance,CRITICAL,2024-09-16T03:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0751,AC1089-S01-C02,AC1089-S01,AC1089,Vibration exceedance,CRITICAL,2024-09-24T05:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0752,AC1089-S01-C05,AC1089-S01,AC1089,Vibration exceedance,CRITICAL,2024-09-28T01:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0753,AC1090-S01-C01,AC1090-S01,AC1090,Bearing wear,MINOR,2024-08-20T02:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0754,AC1090-S01-C02,AC1090-S01,AC1090,Bearing wear,MAJOR,2024-08-25T15:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0755,AC1090-S01-C04,AC1090-S01,AC1090,Vibration exceedance,CRITICAL,2024-08-29T05:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0756,AC1090-S01-C04,AC1090-S01,AC1090,Vibration exceedance,CRITICAL,2024-09-01T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0757,AC1090-S01-C05,AC1090-S01,AC1090,Vibration exceedance,CRITICAL,2024-09-05T20:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0758,AC1090-S01-C03,AC1090-S01,AC1090,Vibration exceedance,CRITICAL,2024-09-09T15:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0759,AC1090-S01-C04,AC1090-S01,AC1090,Vibration exceedance,CRITICAL,2024-09-12T15:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0760,AC1090-S01-C04,AC1090-S01,AC1090,Vibration exceedance,CRITICAL,2024-09-15T20:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0761,AC1090-S01-C05,AC1090-S01,AC1090,Vibration exceedance,CRITICAL,2024-09-20T03:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0762,AC1090-S01-C04,AC1090-S01,AC1090,Vibration exceedance,CRITICAL,2024-09-23T11:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0763,AC1090-S01-C01,AC1090-S01,AC1090,Vibration exceedance,CRITICAL,2024-09-26T12:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0764,AC1091-S01-C04,AC1091-S01,AC1091,Bearing wear,MAJOR,2024-09-01T03:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0765,AC1091-S01-C04,AC1091-S01,AC1091,Bearing wear,MAJOR,2024-09-05T12:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0766,AC1091-S01-C01,AC1091-S01,AC1091,Bearing wear,MAJOR,2024-09-11T12:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0767,AC1091-S01-C05,AC1091-S01,AC1091,Bearing wear,MINOR,2024-09-15T23:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0768,AC1091-S01-C05,AC1091-S01,AC1091,Vibration exceedance,CRITICAL,2024-09-19T02:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0769,AC1091-S01-C02,AC1091-S01,AC1091,Vibration exceedance,CRITICAL,2024-09-22T08:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0770,AC1091-S01-C01,AC1091-S01,AC1091,Vibration exceedance,CRITICAL,2024-09-27T04:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0771,AC1092-S01-C01,AC1092-S01,AC1092,Bearing wear,MAJOR,2024-08-26T17:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0772,AC1092-S01-C04,AC1092-S01,AC1092,Bearing wear,MAJOR,2024-09-01T09:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0773,AC1092-S01-C03,AC1092-S01,AC1092,Sensor drift,MINOR,2024-09-03T02:00:00,Replaced sensor unit and recalibrated engine monitoring system
ME0774,AC1092-S01-C02,AC1092-S01,AC1092,Bearing wear,MAJOR,2024-09-07T19:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0775,AC1092-S01-C03,AC1092-S01,AC1092,Overheat,CRITICAL,2024-09-12T00:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0776,AC1092-S01-C02,AC1092-S01,AC1092,Overheat,CRITICAL,2024-09-15T13:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0777,AC1092-S01-C04,AC1092-S01,AC1092,Bearing wear,MAJOR,2024-09-16T10:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0778,AC1092-S01-C04,AC1092-S01,AC1092,Sensor drift,MINOR,2024-09-18T17:00:00,Replaced sensor unit and recalibrated engine monitoring system
ME0779,AC1092-S01-C03,AC1092-S01,AC1092,Vibration exceedance,CRITICAL,2024-09-20T10:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0780,AC1092-S01-C01,AC1092-S01,AC1092,Vibration exceedance,CRITICAL,2024-09-24T12:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0781,AC1092-S01-C05,AC1092-S01,AC1092,Overheat,CRITICAL,2024-09-26T14:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0782,AC1092-S02-C02,AC1092-S02,AC1092,Bearing wear,MAJOR,2024-09-04T19:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0783,AC1092-S02-C02,AC1092-S02,AC1092,Bearing wear,MINOR,2024-09-08T08:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0784,AC1092-S02-C01,AC1092-S02,AC1092,Overheat,MAJOR,2024-09-14T13:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0785,AC1092-S02-C03,AC1092-S02,AC1092,Bearing wear,MAJOR,2024-09-15T14:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0786,AC1092-S02-C03,AC1092-S02,AC1092,Bearing wear,MINOR,2024-09-19T07:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0787,AC1092-S02-C02,AC1092-S02,AC1092,Overheat,MAJOR,2024-09-22T07:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0788,AC1092-S02-C01,AC1092-S02,AC1092,Vibration exceedance,CRITICAL,2024-09-24T15:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0789,AC1092-S02-C03,AC1092-S02,AC1092,Sensor drift,MINOR,2024-09-25T20:00:00,Replaced sensor unit and recalibrated engine monitoring system
ME0790,AC1093-S01-C05,AC1093-S01,AC1093,Bearing wear,MINOR,2024-08-14T06:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0791,AC1093-S01-C02,AC1093-S01,AC1093,Bearing wear,MINOR,2024-08-19T08:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0792,AC1093-S01-C05,AC1093-S01,AC1093,Vibration exceedance,CRITICAL,2024-08-25T07:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0793,AC1093-S01-C03,AC1093-S01,AC1093,Vibration exceedance,CRITICAL,2024-08-29T21:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0794,AC1093-S01-C03,AC1093-S01,AC1093,Vibration exceedance,CRITICAL,2024-09-02T12:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0795,AC1093-S01-C03,AC1093-S01,AC1093,Vibration exceedance,CRITICAL,2024-09-06T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0796,AC1093-S01-C02,AC1093-S01,AC1093,Vibration exceedance,CRITICAL,2024-09-11T07:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0797,AC1093-S01-C02,AC1093-S01,AC1093,Vibration exceedance,CRITICAL,2024-09-14T20:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0798,AC1093-S01-C01,AC1093-S01,AC1093,Vibration exceedance,CRITICAL,2024-09-18T04:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0799,AC1093-S01-C01,AC1093-S01,AC1093,Vibration exceedance,CRITICAL,2024-09-21T08:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0800,AC1093-S01-C02,AC1093-S01,AC1093,Vibration exceedance,CRITICAL,2024-09-24T08:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0801,AC1093-S01-C02,AC1093-S01,AC1093,Vibration exceedance,CRITICAL,2024-09-27T20:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0802,AC1093-S02-C03,AC1093-S02,AC1093,Bearing wear,MINOR,2024-08-09T00:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0803,AC1093-S02-C03,AC1093-S02,AC1093,Bearing wear,MAJOR,2024-08-14T19:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0804,AC1093-S02-C02,AC1093-S02,AC1093,Vibration exceedance,CRITICAL,2024-08-21T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0805,AC1093-S02-C05,AC1093-S02,AC1093,Vibration exceedance,CRITICAL,2024-08-25T02:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0806,AC1093-S02-C01,AC1093-S02,AC1093,Vibration exceedance,CRITICAL,2024-08-28T05:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0807,AC1093-S02-C05,AC1093-S02,AC1093,Vibration exceedance,CRITICAL,2024-08-31T07:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0808,AC1093-S02-C02,AC1093-S02,AC1093,Vibration exceedance,CRITICAL,2024-09-03T09:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0809,AC1093-S02-C05,AC1093-S02,AC1093,Vibration exceedance,CRITICAL,2024-09-06T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0810,AC1093-S02-C04,AC1093-S02,AC1093,Vibration exceedance,CRITICAL,2024-09-10T06:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0811,AC1093-S02-C01,AC1093-S02,AC1093,Vibration exceedance,CRITICAL,2024-09-13T15:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0812,AC1093-S02-C03,AC1093-S02,AC1093,Vibration exceedance,CRITICAL,2024-09-17T03:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0813,AC1093-S02-C01,AC1093-S02,AC1093,Vibration exceedance,CRITICAL,2024-09-22T01:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0814,AC1093-S02-C04,AC1093-S02,AC1093,Vibration exceedance,CRITICAL,2024-09-25T04:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0815,AC1093-S02-C05,AC1093-S02,AC1093,Vibration exceedance,CRITICAL,2024-09-28T13:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0816,AC1094-S01-C01,AC1094-S01,AC1094,Bearing wear,MINOR,2024-08-28T05:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0817,AC1094-S01-C01,AC1094-S01,AC1094,Bearing wear,MINOR,2024-09-02T03:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0818,AC1094-S01-C03,AC1094-S01,AC1094,Bearing wear,MAJOR,2024-09-06T07:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0819,AC1094-S01-C01,AC1094-S01,AC1094,Vibration exceedance,CRITICAL,2024-09-11T06:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0820,AC1094-S01-C01,AC1094-S01,AC1094,Vibration exceedance,CRITICAL,2024-09-14T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0821,AC1094-S01-C04,AC1094-S01,AC1094,Vibration exceedance,CRITICAL,2024-09-17T18:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0822,AC1094-S01-C01,AC1094-S01,AC1094,Vibration exceedance,CRITICAL,2024-09-20T19:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0823,AC1094-S01-C02,AC1094-S01,AC1094,Vibration exceedance,CRITICAL,2024-09-25T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0824,AC1094-S02-C01,AC1094-S02,AC1094,Bearing wear,MAJOR,2024-09-16T00:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0825,AC1094-S02-C05,AC1094-S02,AC1094,Overheat,MAJOR,2024-09-17T11:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0826,AC1094-S02-C01,AC1094-S02,AC1094,Overheat,MAJOR,2024-09-23T06:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0827,AC1094-S02-C04,AC1094-S02,AC1094,Bearing wear,MINOR,2024-09-27T05:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0828,AC1095-S01-C04,AC1095-S01,AC1095,Overheat,MAJOR,2024-09-13T10:00:00,Inspected hot section; replaced affected turbine stage and seals
ME0829,AC1095-S01-C05,AC1095-S01,AC1095,Bearing wear,MAJOR,2024-09-17T03:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0830,AC1095-S01-C02,AC1095-S01,AC1095,Bearing wear,MAJOR,2024-09-23T07:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0831,AC1095-S01-C02,AC1095-S01,AC1095,Bearing wear,MAJOR,2024-09-26T11:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0832,AC1095-S02-C02,AC1095-S02,AC1095,Bearing wear,MAJOR,2024-08-18T17:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0833,AC1095-S02-C01,AC1095-S02,AC1095,Bearing wear,MAJOR,2024-08-24T05:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0834,AC1095-S02-C05,AC1095-S02,AC1095,Bearing wear,MAJOR,2024-08-30T19:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0835,AC1095-S02-C03,AC1095-S02,AC1095,Bearing wear,MAJOR,2024-09-03T22:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0836,AC1095-S02-C05,AC1095-S02,AC1095,Vibration exceedance,CRITICAL,2024-09-07T08:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0837,AC1095-S02-C03,AC1095-S02,AC1095,Vibration exceedance,CRITICAL,2024-09-11T16:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0838,AC1095-S02-C01,AC1095-S02,AC1095,Vibration exceedance,CRITICAL,2024-09-14T21:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0839,AC1095-S02-C03,AC1095-S02,AC1095,Vibration exceedance,CRITICAL,2024-09-18T19:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0840,AC1095-S02-C04,AC1095-S02,AC1095,Vibration exceedance,CRITICAL,2024-09-23T03:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0841,AC1095-S02-C03,AC1095-S02,AC1095,Vibration exceedance,CRITICAL,2024-09-26T22:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0842,AC1096-S01-C04,AC1096-S01,AC1096,Bearing wear,MAJOR,2024-09-25T21:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0843,AC1096-S02-C05,AC1096-S02,AC1096,Bearing wear,MINOR,2024-08-29T15:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0844,AC1096-S02-C05,AC1096-S02,AC1096,Bearing wear,MAJOR,2024-09-02T06:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0845,AC1096-S02-C02,AC1096-S02,AC1096,Bearing wear,MAJOR,2024-09-09T10:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0846,AC1096-S02-C02,AC1096-S02,AC1096,Bearing wear,MINOR,2024-09-15T11:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0847,AC1096-S02-C05,AC1096-S02,AC1096,Vibration exceedance,CRITICAL,2024-09-19T14:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0848,AC1096-S02-C01,AC1096-S02,AC1096,Vibration exceedance,CRITICAL,2024-09-22T15:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0849,AC1096-S02-C03,AC1096-S02,AC1096,Vibration exceedance,CRITICAL,2024-09-26T05:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0850,AC1098-S01-C03,AC1098-S01,AC1098,Bearing wear,MINOR,2024-08-18T02:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0851,AC1098-S01-C05,AC1098-S01,AC1098,Bearing wear,MAJOR,2024-08-25T17:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0852,AC1098-S01-C01,AC1098-S01,AC1098,Bearing wear,MINOR,2024-08-29T23:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0853,AC1098-S01-C05,AC1098-S01,AC1098,Bearing wear,MAJOR,2024-09-03T03:00:00,Replaced bearing assembly; flushed and refilled lubrication system
ME0854,AC1098-S01-C05,AC1098-S01,AC1098,Vibration exceedance,CRITICAL,2024-09-06T06:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0855,AC1098-S01-C05,AC1098-S01,AC1098,Vibration exceedance,CRITICAL,2024-09-09T09:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0856,AC1098-S01-C05,AC1098-S01,AC1098,Vibration exceedance,CRITICAL,2024-09-12T18:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
ME0857,AC1098-S01-C05,AC1098-S01,AC1098,Vibration exceedance,CRITICAL,2024-09-17T15:00:00,Balanced rotating assembly; replaced damper pads and inspected bearings
